time,operators,typeOfAreaSse,instrumentClass,siteFacilityCode,typeOfVegetationSse,vegetationConditionSse,moistureOnVegetationSse,surfaceSoilConditionsSse,vegetationInsideFenceEbbr,vegetationOutsideFenceEbbr,vegetationHeightInsideFenceSse,vegetationHeightOutsideFenceSse,unanticipatedVegetationConditionEc,reportId,reportKey,reportSiteCode,reportFacilityCode,reportInstrumentClass,reportedOn,reporterId,reportStateCode,reportDataType,reportFrequencyCode,rowCropsEc,winterWheatEc,mostlyBareSoilEc,vegetationHeightEc,pastureOrRangelandEc,vegetationConditionEc,winterWheatConditionEc,surfaceSoilConditionsEc,pastureOrRangelandGrassEc,moistureOnVegetationSoilEc,rowCropsTypeEc,rowCropsConditionEc,pastureOrRangelandTypeEc,comments,notifySiteOps,notifyInstrumentMentor
2020-07-21 14:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.4,0.5,,2126,PM-2020-SGP-E32-00044,sgp,E32,sfccond,2020-07-21T12:47:26.492+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-21 15:30:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.5,,2157,PM-2020-SGP-E12-00027,sgp,E12,sfccond,2020-07-21T15:11:18.281+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-22 14:50:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.2,No,2224,PM-2020-SGP-E41-00043,sgp,E41,sfccond,2020-07-22T15:00:42.106+00:00,13303,NEW,PMR,BIWEEKLY,No,Yes,No,0.3,No,"Lush green, unwilted",Stubble mostly covered with green weeds after harvest,Moist but not muddy,,Slightly wet because of rain or dew,,,,,,
2020-07-22 15:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.1,,2232,PM-2020-SGP-E11-00031,sgp,E11,sfccond,2020-07-22T16:04:03.744+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-23 12:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.4,0.2,,2286,PM-2020-SGP-E9-00031,sgp,E9,sfccond,2020-07-23T14:23:17.941+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-23 15:30:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.5,,2279,PM-2020-SGP-E34-00030,sgp,E34,sfccond,2020-07-23T13:56:40.907+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-27 15:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.1,0.2,No,2385,PM-2020-SGP-E39-00070,sgp,E39,sfccond,2020-07-27T14:13:54.245+00:00,13303,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,,
2020-07-27 15:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E38,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,,,0.2,0.2,No,2394,PM-2020-SGP-E38-00044,sgp,E38,sfccond,2020-07-27T15:56:06.406+00:00,18599,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,,,Muddy or standing water,,Mostly wet because of rain or dew,,,,,,
2020-07-27 17:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,,,1.0,0.1,No,2406,PM-2020-SGP-E37-00061,sgp,E37,sfccond,2020-07-27T16:37:07.538+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted",Stubble mostly covered with green weeds after harvest,Muddy or standing water,,Mostly wet because of rain or dew,,,,,,
2020-07-28 15:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.2,,2437,PM-2020-SGP-E15-00040,sgp,E15,sfccond,2020-07-28T14:01:42.499+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-28 16:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.5,0.3,,2457,PM-2020-SGP-E35-00039,sgp,E35,sfccond,2020-07-28T14:46:25.053+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-29 14:55:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.5,0.3,,2500,PM-2020-SGP-E36-00039,sgp,E36,sfccond,2020-07-29T12:52:15.587+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-29 15:45:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.5,0.4,,2511,PM-2020-SGP-E40-00039,sgp,E40,sfccond,2020-07-29T15:08:13.870+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-29 18:15:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.1,0.1,,2519,PM-2020-SGP-E13-00232,sgp,E13,sfccond,2020-07-29T15:28:13.047+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-07-29 18:45:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.1,0.1,No,2525,PM-2020-SGP-E14-00020,sgp,E14,sfccond,2020-07-29T15:35:26.291+00:00,13303,NEW,PMR,BIWEEKLY,Yes,No,No,0.3,No,"Lush green, unwilted",,Muddy or standing water,,Slightly wet because of rain or dew,Alfalfa,"Green, ground covered",,,,
2020-08-03 15:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.2,,2676,PM-2020-SGP-E11-00039,sgp,E11,sfccond,2020-08-03T15:11:12.901+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-03 16:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.6,0.6,,2688,PM-2020-SGP-E32-00056,sgp,E32,sfccond,2020-08-03T15:50:49.215+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-04 15:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.4,0.3,No,2743,PM-2020-SGP-E41-00054,sgp,E41,sfccond,2020-08-04T16:07:08.815+00:00,13303,NEW,PMR,BIWEEKLY,No,Yes,No,0.4,No,"Lush green, unwilted",Stubble mostly covered with green weeds after harvest,Moist but not muddy,,Slightly wet because of rain or dew,,,,,,
2020-08-04 15:19:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,,,0.6,0.2,,2707,PM-2020-SGP-E33-00044,sgp,E33,sfccond,2020-08-04T14:51:43.799+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-04 16:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Fully green but noticeably wilted,Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,2751,PM-2020-SGP-E9-00039,sgp,E9,sfccond,2020-08-04T16:53:00.199+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-05 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.7,0.7,,2793,PM-2020-SGP-E12-00034,sgp,E12,sfccond,2020-08-05T15:25:07.880+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-05 16:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,2801,PM-2020-SGP-E34-00039,sgp,E34,sfccond,2020-08-05T15:38:19.158+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-06 16:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Moist but not muddy,,,0.8,0.8,No,2848,PM-2020-SGP-E31-00044,sgp,E31,sfccond,2020-08-06T15:41:57.523+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,1.0,No,"Lush green, unwilted",,Moist but not muddy,,Mostly wet because of rain or dew,Soybeans,"Green, ground covered",,,,
2020-08-10 14:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.3,0.3,No,2947,PM-2020-SGP-E39-00084,sgp,E39,sfccond,2020-08-10T15:56:08.934+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,Yes,0.0,No,All or mostly bare soil,Stubble after harvest,Dry and dusty,,Dry,,,,,,
2020-08-10 15:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,2933,PM-2020-SGP-E36-00047,sgp,E36,sfccond,2020-08-10T14:26:58.030+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-11 15:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.5,0.4,,2992,PM-2020-SGP-E35-00047,sgp,E35,sfccond,2020-08-11T13:01:42.316+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-11 15:45:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E38,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.2,No,3025,PM-2020-SGP-E38-00053,sgp,E38,sfccond,2020-08-11T15:27:36.579+00:00,13303,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Moist but not muddy,,Slightly wet because of rain or dew,,,,,,
2020-08-12 14:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.1,0.1,No,3102,PM-2020-SGP-E37-00074,sgp,E37,sfccond,2020-08-12T15:17:50.163+00:00,13303,NEW,PMR,BIWEEKLY,No,Yes,No,0.2,No,"Lush green, unwilted",Stubble mostly covered with green weeds after harvest,Moist but not muddy,,Slightly wet because of rain or dew,,,,,,
2020-08-12 15:25:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.6,0.5,,3101,PM-2020-SGP-E40-00047,sgp,E40,sfccond,2020-08-12T15:16:13.651+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-13 13:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.2,0.2,,3124,PM-2020-SGP-E13-00286,sgp,E13,sfccond,2020-08-13T10:50:40.225+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-13 14:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Fully green but noticeably wilted,Slightly wet because of rain or dew,Dry and dusty,,,0.1,0.1,No,3118,PM-2020-SGP-E14-00024,sgp,E14,sfccond,2020-08-13T10:36:00.760+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,"Lush green, unwilted",,Dry and dusty,,Slightly wet because of rain or dew,Alfalfa,"Green, ground covered",,Alfalfa is mostly brown and has been cut and raked but has not been baled yet. ,,
2020-08-13 15:25:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.3,0.2,,3134,PM-2020-SGP-E15-00048,sgp,E15,sfccond,2020-08-13T13:46:47.607+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-17 15:50:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.7,0.5,,3238,PM-2020-SGP-E12-00041,sgp,E12,sfccond,2020-08-17T15:18:09.995+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-17 16:25:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.8,0.7,No,3229,PM-2020-SGP-E31-00053,sgp,E31,sfccond,2020-08-17T15:13:03.034+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,1.0,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,,
2020-08-18 15:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.8,0.8,,3321,PM-2020-SGP-E32-00067,sgp,E32,sfccond,2020-08-18T15:05:06.326+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-18 15:30:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,3304,PM-2020-SGP-E34-00049,sgp,E34,sfccond,2020-08-18T14:46:47.404+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-18 16:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Lush green, unwilted",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.3,0.2,,3329,PM-2020-SGP-E11-00047,sgp,E11,sfccond,2020-08-18T15:22:36.480+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-18 16:45:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,1.0,0.4,No,3315,PM-2020-SGP-E33-00053,sgp,E33,sfccond,2020-08-18T14:56:13.032+00:00,13303,NEW,PMR,BIWEEKLY,Yes,No,No,0.3,No,"Lush green, unwilted",,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,,
2020-08-19 15:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,No,3375,PM-2020-SGP-E41-00065,sgp,E41,sfccond,2020-08-19T14:09:49.293+00:00,13303,NEW,PMR,BIWEEKLY,No,Yes,No,0.5,No,"Green with brown patches because of hot, dry weather",Stubble mostly covered with green weeds after harvest,Dry and dusty,,Dry,,,,,,
2020-08-19 15:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Dry and dusty,Grassy,Grassy,0.4,0.3,,3407,PM-2020-SGP-E9-00047,sgp,E9,sfccond,2020-08-19T16:09:24.603+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-24 15:30:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,3547,PM-2020-SGP-E35-00055,sgp,E35,sfccond,2020-08-24T15:32:16.236+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-24 15:35:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E38,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.4,0.5,No,3538,PM-2020-SGP-E38-00062,sgp,E38,sfccond,2020-08-24T14:39:52.886+00:00,18599,NEW,PMR,BIWEEKLY,,,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,,
2020-08-25 14:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.2,,3605,PM-2020-SGP-E36-00055,sgp,E36,sfccond,2020-08-25T16:50:37.518+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-25 15:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.2,0.2,No,3597,PM-2020-SGP-E39-00099,sgp,E39,sfccond,2020-08-25T15:28:07.951+00:00,13303,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Dry and dusty,,Dry,,,,,,
2020-08-26 15:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,3689,PM-2020-SGP-E15-00056,sgp,E15,sfccond,2020-08-26T15:38:11.386+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-26 17:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.3,0.3,No,3655,PM-2020-SGP-E13-00340,sgp,E13,sfccond,2020-08-26T14:42:08.952+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-26 18:22:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,No,3668,PM-2020-SGP-E14-00028,sgp,E14,sfccond,2020-08-26T14:54:36.888+00:00,13303,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,"Green with brown patches because of hot, dry weather",,Dry and dusty,,Dry,Alfalfa,"Green, ground covered",,,,
2020-08-27 18:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,,,0.5,0.7,No,3740,PM-2020-SGP-E37-00086,sgp,E37,sfccond,2020-08-27T17:25:28.101+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Mostly brown due to hot, dry weather",Stubble after harvest,Dry and dusty,,Dry,,Stubble after harvest,,,,
2020-08-28 15:15:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.6,0.5,,3790,PM-2020-SGP-E40-00055,sgp,E40,sfccond,2020-08-28T14:58:18.911+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-31 15:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,3844,PM-2020-SGP-E34-00055,sgp,E34,sfccond,2020-08-31T16:05:29.867+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-08-31 16:00:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E31,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.8,0.6,No,3835,PM-2020-SGP-E31-00061,sgp,E31,sfccond,2020-08-31T14:54:34.151+00:00,13303,NEW,PMR,BIWEEKLY,Yes,No,No,0.6,No,Fully green but noticeably wilted,,Dry and dusty,,Dry,Soybeans,"Green, ground covered",,,,
2020-09-01 15:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.7,0.7,,3870,PM-2020-SGP-E12-00048,sgp,E12,sfccond,2020-09-01T14:59:14.882+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-01 15:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,"Lush green, unwilted",Dry,Moist but not muddy,Grassy,Grassy,0.5,0.2,,3863,PM-2020-SGP-E11-00055,sgp,E11,sfccond,2020-09-01T14:38:49.498+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-02 15:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,,,0.4,0.3,,3968,PM-2020-SGP-E41-00077,sgp,E41,sfccond,2020-09-02T15:57:22.890+00:00,18599,NEW,PMR,BIWEEKLY,,,,0.7,Yes,"Mostly brown due to hot, dry weather",,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,The vegetation under the ECOR is mainly brown volunteer wheat and milo. ,,
2020-09-02 16:40:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.4,0.3,,3928,PM-2020-SGP-E9-00055,sgp,E9,sfccond,2020-09-02T14:50:41.576+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-03 14:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Slightly wet because of rain or dew,Moist but not muddy,,,1.5,0.5,No,4001,PM-2020-SGP-E33-00062,sgp,E33,sfccond,2020-09-03T15:01:51.064+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.8,No,"Lush green, unwilted",,Moist but not muddy,,Slightly wet because of rain or dew,Soybeans,"Green, ground covered",,,,
2020-09-03 14:55:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.6,0.6,,3990,PM-2020-SGP-E32-00077,sgp,E32,sfccond,2020-09-03T13:17:24.225+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-08 15:40:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,"Lush green, unwilted",Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,4129,PM-2020-SGP-E15-00064,sgp,E15,sfccond,2020-09-08T15:11:09.997+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-08 16:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Dry and dusty,Grassy,Grassy,0.5,0.4,,4095,PM-2020-SGP-E35-00063,sgp,E35,sfccond,2020-09-08T14:34:48.205+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-09 16:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.6,0.4,,4195,PM-2020-SGP-E40-00063,sgp,E40,sfccond,2020-09-09T15:06:52.764+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
2020-09-09 16:10:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E38,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.3,0.2,No,4204,PM-2020-SGP-E38-00071,sgp,E38,sfccond,2020-09-09T15:59:07.334+00:00,13303,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Muddy or standing water,,Mostly wet because of rain or dew,,,,,,
2020-09-10 15:15:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.8,0.8,No,4267,PM-2020-SGP-E37-00099,sgp,E37,sfccond,2020-09-10T15:43:46.034+00:00,13303,NEW,PMR,BIWEEKLY,,No,Yes,0.0,No,All or mostly bare soil,,Muddy or standing water,,Mostly wet because of rain or dew,,,,,,
2020-09-10 16:45:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.3,No,4254,PM-2020-SGP-E39-00114,sgp,E39,sfccond,2020-09-10T15:21:17.675+00:00,18599,NEW,PMR,BIWEEKLY,No,No,Yes,0.0,No,All or mostly bare soil,,Moist but not muddy,,Mostly wet because of rain or dew,,,,,,
2020-09-11 14:30:00,Jim Stow,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,"Lush green, unwilted",Mostly wet because of rain or dew,Muddy or standing water,Grassy,Grassy,0.5,0.3,,4319,PM-2020-SGP-E36-00063,sgp,E36,sfccond,2020-09-11T12:19:05.246+00:00,13303,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,,
